Country_Name,Country_Code,Indicator_Name,Indicator_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Barbados,BRB,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.417996,35.56862031,34.22209614,38.59403543,40.9328394,37.74754462,36.49588527,32.00961378,35.96458049,41.84972176,43.50549906,43.19037482,32.39797242,35.66237271,37.96292175,47.6244861,51.52012368,61.52307778,62.4068347,68.47880093,71.44525772,67.17788603,64.21142924,73.85241378,87.32198165,99.15690824,104.8989179,107.9159281,118.6698902,89.57624164,96.99170376,111.545388,109.9842283,108.703955,107.4805081,100,100.2129668,98.89190477,97.51274952,97.70124319,92.50431986,103.3516017,NA
Brunei Darussalam,BRN,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9482088,16.56138355,20.37424316,20.17914097,17.44771029,17.14112113,18.28386254,17.86578641,20.73657581,23.9418261,27.89961341,33.66906394,41.30592117,50.78231333,51.67420906,64.75534649,77.23569305,68.2238299,48.06327008,41.55986369,34.28224226,35.89260955,48.1871445,41.09533468,44.03735186,46.17418538,51.90910591,65.05645421,79.64706322,75.83969039,78.59178988,112.376292,110.6268757,111.8720613,111.4479363,100,82.94958588,95.52370537,128.9548685,158.0226832,165.4497807,265.3922605,NA
Bhutan,BTN,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.090916287,5.516847444,5.574487341,5.893218851,5.920872958,6.865604731,7.550973273,7.071184313,10.38463867,7.359603923,6.634311395,6.774228782,10.18791296,7.339882436,7.474582067,10.58963854,12.04178905,12.92537468,12.60658234,17.15802426,16.51949668,18.00926864,18.53172602,23.47654317,38.75292887,36.42322725,39.56626893,49.58734259,51.22467741,49.91754396,80.50463668,98.38482319,93.47828753,85.72119579,87.88546304,100,94.52046787,97.00338972,98.77093813,92.53756254,84.79348272,115.0623489,NA
Botswana,BWA,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.066536596,9.647152678,8.40580572,8.737190281,8.305006768,7.824234782,9.98842497,12.88211773,16.92292703,22.48020444,22.68087063,22.60295671,21.98861301,20.56426733,19.10463329,26.40414524,23.80504116,31.19781497,32.07666363,30.59611933,28.7515181,24.99351093,25.49089423,33.82206453,44.64675549,43.67301716,42.63406633,56.18751262,71.99757315,65.32340766,78.1555791,100.471579,110.8790068,115.3932971,111.6038003,100,84.87971829,73.62512183,87.12533431,90.68408419,88.88587777,115.4834637,NA
Central African Republic,CAF,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.44935959,27.39444007,35.66263754,19.55418501,25.14223027,32.60210814,48.26539538,59.00889103,40.75061236,43.47535335,44.63067355,26.82348417,41.99811546,36.28884539,40.23334792,50.30272137,40.83634309,40.61184056,42.30297727,37.86580207,33.80539814,30.91604787,34.67220324,34.09433319,43.69968922,50.56362971,58.51743312,71.92228478,86.68050806,78.01245727,86.68050806,89.56985835,93.46296889,61.58361164,117.1717544,100,115.2313862,141.0687707,174.9903207,174.3520633,171.3566738,170.5398545,NA
Canada,CAN,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.06801574,40.6763883,46.69906697,47.90802004,51.19079259,56.9086756,52.84310594,52.89146407,56.96517089,65.08143078,74.9576474,83.46414339,90.71525784,97.41618246,76.70039973,93.62179025,107.7921151,110.7345209,110.6139192,110.5073306,100,96.00478021,103.1449202,109.0628005,107.5671198,97.66815285,117.1793793,NA
Central Europe and the Baltics,CEB,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,CHE,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.291713117,11.51083112,6.393167947,4.945337952,5.728086521,4.923394574,5.507963532,7.046884981,8.482100343,11.5942448,12.41010879,13.15512566,16.3217679,17.8470649,18.94615712,25.48316718,30.77281897,33.37428707,31.86870543,25.62550259,29.66475065,27.93652951,27.39475735,30.97141534,39.74091138,52.47031311,61.56022412,75.59773313,100.6404315,68.61198664,94.90220432,119.726664,128.3477145,127.192948,116.7730162,100,95.17191327,104.5558284,119.5938,111.9689178,94.9095063,147.7803782,NA
China,CHN,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.186919635,1.310347658,1.147856216,1.273147236,1.6314617,2.514867556,2.553675037,2.572245487,3.289588661,3.520052714,3.175130404,3.796883373,4.796473588,6.187709844,6.881423309,7.863876739,8.272553743,8.465817956,8.35364612,9.870883311,13.3977468,14.50094846,17.57418285,24.57539626,33.41512033,39.29306737,47.12294723,56.92637265,67.43212235,59.89184111,83.13141609,103.805626,108.2663617,116.100826,116.6511468,100,94.54376905,109.7778831,127.160707,123.7454438,123.0058003,160.0790621,NA
Cote d'Ivoire,CIV,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.42892526,25.83567408,23.63799596,19.94021551,16.2293162,18.96443341,22.2776473,24.29404679,22.54902314,22.88827005,22.74211958,22.80456963,25.50520921,22.93510759,20.78947119,30.90806052,29.54541688,28.91261478,31.37878053,30.39847229,26.04004622,26.72900691,27.26553537,34.39917265,49.46109012,61.5278562,61.06067157,70.11091661,82.70571366,73.01493483,82.34537733,70.49771059,102.4910393,130.9558774,117.2620482,100,88.16509312,100.8560212,115.0794137,109.969933,111.7309493,146.9422726,NA
Cameroon,CMR,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.41717458,23.52596974,19.95668282,20.18007237,18.33245118,18.98135249,28.08806248,28.89688104,20.99532058,20.78775789,23.07952037,19.34124872,19.1709451,18.16264215,17.86094261,19.83550746,20.29872198,22.48244758,24.73234666,21.80416917,24.54424151,30.6383318,30.86993906,35.78993899,39.80837457,45.24613254,52.11940884,77.03429512,94.06816536,73.48091036,84.92182924,112.5015556,107.7812176,110.003936,124.9592937,100,86.12914781,79.34699029,93.56917902,103.6235665,88.49599084,100.9145918,NA
"Congo, Dem. Rep.",COD,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.42065231,11.61931991,10.60538911,9.918532754,9.615988888,10.19654604,10.49091305,14.50575195,13.1647467,15.74045801,14.2195618,10.66262714,7.645365315,5.020592838,5.453966487,10.79572028,13.49774901,9.543862939,13.65887916,7.040148244,8.463051446,9.785558167,13.39239468,18.5250098,25.42633822,33.346505,35.84030399,42.14173245,53.29689692,48.33904604,55.77582236,68.17044955,75.60722586,78.0861513,87.83634424,100,68.06861717,71.92735743,98.29426386,109.38013,82.58662804,127.6646601,NA
"Congo, Rep.",COG,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.462104571,2.79288366,4.725609035,3.995259563,3.808557298,3.686972117,3.67855122,6.038233349,6.860195525,6.347790709,3.827032722,3.664255422,2.782675017,3.587561144,3.890682622,6.346231056,14.69978387,8.780267218,6.447636988,8.011115848,4.407717083,6.464651723,6.398298991,7.87701698,9.184971481,12.35664147,19.07974655,37.2412661,33.55218701,42.15401278,41.41753539,66.47145425,69.65666024,79.35429184,95.72666751,100,106.8312027,43.22690799,33.03995341,21.25588861,18.08915487,21.8205693,NA
Colombia,COL,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76560714,9.620598831,10.13670156,9.181449053,8.31961299,7.659963409,7.143120747,7.994782743,9.252482547,9.256737158,10.33962797,9.075453762,12.05423593,18.18660925,21.98135168,25.62618418,25.31299971,28.44687917,27.07241931,19.71711675,21.34482499,23.74134279,23.51399272,25.69203986,30.97751317,39.22556718,48.39711946,60.85554172,73.38249827,60.8567016,74.89336575,100.3236727,109.2310509,109.8770581,118.4455111,100,83.03988211,85.23446395,94.77447271,97.49346028,80.44874806,113.0301065,NA
Comoros,COM,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.181826001,9.097945067,9.178372992,9.666789849,12.08525194,10.2527326,10.44218817,14.55984486,14.77340069,11.9677878,14.50278603,16.34736956,19.27157146,16.70156178,14.80984635,29.49879771,26.52129208,25.76654801,25.21929835,25.80704032,20.227747,23.87997911,24.81644887,32.7764419,40.0823108,46.20916426,53.95423749,64.7620351,84.10575463,98.54424552,109.0135093,129.5751078,128.0060527,133.2118881,130.292467,100,102.6955005,118.5093128,113.9913144,123.9469245,131.1558687,153.4644516,NA
Cabo Verde,CPV,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22403809,11.72630774,14.53175027,15.70451844,16.12624947,14.24927739,17.71353082,16.63333654,17.57745117,18.49375391,22.44751332,24.26952379,29.77512094,25.49705492,34.59452569,41.77678303,38.73800199,38.90354902,37.76955194,40.7601588,38.0599214,38.73800199,45.69097671,58.10700298,71.40324272,72.54353061,89.74949427,124.140066,136.6264498,117.4087588,122.8954835,156.8505011,126.752729,119.9999007,127.0642569,100,110.2407385,130.6865442,135.1369081,131.7059234,119.195674,132.5043076,NA
Costa Rica,CRI,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.465856506,7.42630978,5.462961851,6.070094169,6.720856438,6.748509229,7.051460879,8.495550908,8.663311154,10.55353283,12.22683374,11.53182701,14.99825758,21.60051428,23.28057477,25.13331154,26.58723367,30.53850979,38.33721045,39.04942336,39.25774103,40.36692508,44.17071965,47.08962503,50.80738874,60.36910821,70.96399733,79.59332627,94.45946499,70.01993114,83.38605973,99.6698647,108.0959764,111.3854291,107.5939247,100,94.98035111,103.2118672,112.3864071,107.988014,91.81752914,127.3736945,NA
Caribbean small states,CSS,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,CUB,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.58978271,55.93162404,56.71783104,61.62307545,69.79275386,68.22033982,77.76737469,64.81060743,64.76786852,69.42328192,57.64077866,31.53365059,18.67236492,16.95467826,20.10804332,24.14041536,27.38762167,34.07003045,35.8645392,37.3001462,41.38684819,41.35060881,35.68508833,39.93380143,47.98345496,69.08291288,87.65764228,93.02255691,131.3687906,82.19490126,98.23795477,121.70848,118.5127761,125.6754296,111.4048124,100,87.75920291,86.92258582,98.13399291,84.60681503,61.78237277,72.51524414,NA
Curacao,CUW,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.0443951,147.1811712,124.4495006,118.7376118,100,93.46151335,95.89932754,114.712411,95.38682509,79.00567996,78.70731867,NA
Cayman Islands,CYM,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.75938174,40.96216474,41.57051372,54.10250273,55.20767005,67.42534542,61.6460301,59.71959166,66.91838793,84.15494242,123.0689989,107.4141518,106.8869095,114.5981197,94.85269984,88.36846283,97.53550006,97.38577776,99.35047661,103.7676789,100,103.7383045,111.2988656,126.8784802,144.7511649,135.5828389,155.9704382,NA
Cyprus,CYP,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.59889479,56.70708665,52.65357007,52.47416683,51.51407471,54.76597205,55.85705699,58.17790849,63.58848241,78.33285178,89.92702833,98.64279379,122.659221,151.546247,111.5572216,122.0082551,123.5536645,103.8792754,89.89982186,113.8445208,100,111.4813332,131.4349331,153.9825146,129.9490107,124.7376012,144.7778759,NA
Czechia,CZE,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74493721,19.66550745,19.17386976,20.04749932,20.13471584,22.61836474,25.67651456,28.75999539,36.59172643,49.49444271,54.12394934,65.92236108,83.59211096,100.4765867,74.31015345,89.59274813,107.6121507,100.0339678,102.1017414,109.1060928,100,101.1857074,115.5536206,130.6261374,126.6509478,121.034835,149.6193134,NA
Germany,DEU,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.13381269,43.61686292,42.40742812,44.81036109,45.14101748,47.18434201,46.24723766,46.64329128,57.52010562,68.09246271,73.9272365,86.25786011,100.3663479,112.7419879,88.12853449,100.3502891,119.3826769,109.8674581,112.3670968,114.8469569,100,100.3990175,110.6338129,122.1876626,117.3952003,111.4781123,135.104738,NA
Djibouti,DJI,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.46369609,25.72707947,25.95678553,25.38252036,25.4973734,23.0854597,21.13295813,23.54487183,23.0854597,22.62604756,24.69340215,24.62438177,25.11359933,24.23404173,22.55958635,20.29818821,19.78125642,20.2177766,22.45781435,22.262529,23.72142538,22.51525121,22.63724711,27.36671348,30.02328338,31.85643836,38.56506424,54.36181044,65.89122729,51.77496889,42.95002428,58.65234427,64.83875416,82.64567578,92.24360574,100,267.2811536,410.7505525,413.8667323,475.3654179,334.4221278,460.7240716,NA
Dominica,DMA,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.32848508,23.25992747,22.234821,21.11085211,27.07636385,25.90954364,26.13677268,31.08537357,40.99381503,50.14259401,55.22574334,51.33821592,49.38016844,43.88161894,45.11484698,52.75940252,62.10514011,62.90315793,61.81201934,64.62074283,69.42240712,61.24214018,54.22968139,59.81533856,67.51174585,77.29693085,78.02342155,91.50510737,115.480704,105.3065613,104.6141978,105.6844187,97.38622284,94.8991374,107.6543231,100,99.99252001,92.57333862,141.3071223,149.2475631,99.64984456,107.9726981,NA
Denmark,DNK,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.65455022,52.82426565,52.43822197,54.69017279,53.48620119,53.07547208,52.93197541,58.76974188,67.07165994,79.6013508,88.27233807,99.86471078,114.4869018,127.7257223,97.09219004,96.99779537,111.7264553,107.3604022,113.715594,116.291804,100,99.87185299,108.5657171,120.0075409,114.6702163,114.803685,140.5079579,NA
Dominican Republic,DOM,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.61683376,11.53994026,10.01389998,10.04938929,9.729985506,10.56989915,11.88300358,10.82554047,15.55614704,19.02226954,17.78014373,18.0640582,22.82554047,27.52787389,29.00068021,30.57995445,33.87454529,39.09147369,44.93537988,47.56158873,56.06719308,51.92677372,52.27575192,45.11282642,46.65661135,58.37399818,72.00721617,80.42468871,94.59616123,72.72883212,91.61624223,102.9692722,104.9265075,99.80185136,102.1695797,100,102.9107148,104.8963416,119.4647029,119.8817023,101.1741046,142.8042469,NA
Algeria,DZA,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.35621875,21.79054272,20.73215045,20.04776199,19.83377011,18.97201902,17.79024403,13.57595345,14.82520335,18.25678489,18.85441988,20.80155322,22.09514377,22.26479499,22.9723177,19.53502765,17.58152489,16.80468135,18.18111485,17.72078449,17.73819195,19.22556187,23.1505551,23.94568875,35.14100034,39.37371862,41.49936172,53.44280685,76.3587482,76.00092839,78.28130439,91.38331206,97.43917063,106.43302,113.3031604,100,91.07771459,89.0855286,89.61009245,81.10734595,66.51967042,69.62980156,NA
East Asia & Pacific (excluding high income),EAP,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early-demographic dividend,EAR,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific,EAS,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (excluding high income),ECA,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia,ECS,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4717683,10.43830772,10.07953591,6.91239878,7.511436162,8.209925832,8.412548251,10.46340315,7.963154033,8.619817975,8.667685198,11.14888038,11.29759408,11.90732026,16.83253219,19.48738529,18.28471617,23.02679885,25.91182918,14.02204669,17.29307994,24.9233531,29.88664625,31.14949762,38.22971895,47.80608633,56.29526946,64.56677873,87.61016837,70.12691716,95.69141341,113.568396,118.3985725,126.1555303,128.8517259,100,75.86312059,92.9906477,107.7122775,104.8626243,83.26991893,119.3755096,NA
"Egypt, Arab Rep.",EGY,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.954744454,14.37461779,14.85889008,16.81891122,17.62177595,18.17535159,18.82680961,26.55820872,38.13484703,30.72901323,27.47041364,13.18019077,13.62599758,13.44524253,16.72626669,18.4647812,20.47786831,20.78066505,25.42894893,25.20228396,22.93132255,21.03997703,20.08658256,20.36996256,25.08887281,35.31165255,42.94208324,58.35719004,76.10265203,70.69824141,83.2460251,92.65234214,108.8498443,104.0986159,105.0523799,100,87.75442791,96.93742724,113.2538459,111.5534652,94.13124863,131.3473433,NA
Euro area,EMU,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.77748986,55.80628506,44.45843138,54.19882352,51.49735297,49.83019607,50.01529411,46.21274511,41.47058825,52.73843136,42.43519609,47.05882353,48.03921568,48.52941179,50,58.97058826,57.84313726,64.70588237,93.13725494,95.09803926,101.9607843,110.7843137,100,93.77450984,100.5882353,104.4117647,112.3529412,96.07843142,113.1372549,NA
Spain,ESP,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.40937458,38.81849772,37.09403439,43.77985072,43.44146977,49.94593829,49.59081718,52.94348543,66.89164783,82.83786073,92.60369639,105.4016385,124.835577,134.9371346,94.02487121,104.8626852,120.7646316,108.1728555,109.2252209,115.074142,100,99.70174518,112.8681986,125.2397881,119.5281511,104.5986903,134.0948593,NA
Estonia,EST,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.53287749,22.20188414,30.55513646,32.96539063,28.29638398,34.79029736,36.01608378,40.3752006,54.86427139,57.4049272,70.50651797,92.61751487,107.9611241,110.3654353,69.82923656,84.61337659,120.2321741,124.54463,127.1180131,125.9910449,100,103.0142939,114.8230183,131.8050732,124.1296027,119.4293128,162.5809711,NA
Ethiopia,ETH,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.016996429,4.709115412,6.179331605,6.856622822,8.388765486,6.665485373,9.080295297,9.206926076,7.546482182,10.84257669,9.540800265,16.08142689,17.2061178,24.51652787,31.17763636,34.77796206,49.55411596,45.91017299,51.50112263,53.26448772,71.32595305,73.19095207,91.9441268,100,98.36505245,94.3647805,91.63697984,87.13994055,78.52006637,95.63228583,NA
European Union,EUU,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
